,period,stateid,sectorid,price,revenue,sales,GDP
2291,2016,MAT,COM,12.48,19808.42124,158714.80699,18695.110842
2292,2016,MAT,ALL,12.56,46275.54556,368490.09199,18695.110842
2293,2016,NEW,TRA,8.19,45.19467,551.671,18695.110842
2294,2016,NEW,RES,18.81,8750.94959,46532.07499,18695.110842
2296,2016,NEW,IND,12.2,2191.39037,17964.74101,18695.110842
2297,2016,NEW,COM,15.18,8008.61943,52753.115,18695.110842
2298,2016,NEW,ALL,16.13,18996.15406,117801.602,18695.110842
2300,2016,WY,RES,11.13,306.2976,2751.073,18695.110842
2303,2016,KY,IND,5.67,1600.13049,28234.016,18695.110842
2304,2016,KY,COM,9.57,1912.41387,19981.12201,18695.110842
2305,2016,KY,ALL,8.42,6275.62146,74553.575,18695.110842
2307,2016,KS,RES,13.06,1764.17246,13509.235,18695.110842
2309,2016,KS,IND,7.49,854.60119,11413.54701,18695.110842
2310,2016,KS,COM,10.47,1663.73009,15887.39198,18695.110842
2311,2016,KS,ALL,10.49,4282.50374,40810.17399,18695.110842
2313,2016,IA,RES,11.94,1682.43258,14093.67801,18695.110842
2315,2016,IA,IND,6.05,1333.45241,22046.18299,18695.110842
2316,2016,IA,COM,9.17,1126.79468,12291.33201,18695.110842
2317,2016,IA,ALL,8.55,4142.67967,48431.19301,18695.110842
2318,2016,IN,TRA,9.82,2.0536,20.913,18695.110842
2319,2016,IN,RES,11.79,3892.45891,33025.95499,18695.110842
2321,2016,IN,IND,6.97,3237.62568,46429.174,18695.110842
2322,2016,IN,COM,10.01,2425.31748,24228.779,18695.110842
2323,2016,IN,ALL,9.22,9557.45566,103704.82099,18695.110842
2324,2016,IL,TRA,6.67,34.57665,518.549,18695.110842
2325,2016,IL,RES,12.54,5764.94496,45990.052,18695.110842
2327,2016,WY,IND,6.92,695.16609,10041.482,18695.110842
2328,2016,WY,COM,9.4,353.6602,3762.315,18695.110842
2329,2016,WY,ALL,8.19,1355.12389,16554.87,18695.110842
2330,2016,WI,TRA,14.68,0.0279,0.19,18695.110842
2331,2016,WI,RES,14.07,3069.41041,21814.24899,18695.110842
2333,2016,WI,IND,7.49,1801.62967,24037.811,18695.110842
2334,2016,WI,COM,10.77,2572.42911,23884.088,18695.110842
2335,2016,WI,ALL,10.67,7443.49709,69736.33799,18695.110842
2337,2016,WV,RES,11.44,1301.90341,11375.581,18695.110842
2339,2016,WV,IND,6.57,845.76981,12874.895,18695.110842
2340,2016,WV,COM,9.35,731.8088,7825.67,18695.110842
2341,2016,WV,ALL,8.98,2879.48201,32076.14599,18695.110842
2342,2016,WA,TRA,8.89,0.5408,6.086,18695.110842
2343,2016,WA,RES,9.48,3244.6819,34211.748,18695.110842
2345,2016,WA,IND,4.43,1138.53198,25678.41999,18695.110842
2346,2016,WA,COM,8.43,2443.43189,28989.06201,18695.110842
2347,2016,WA,ALL,7.68,6827.18656,88885.316,18695.110842
2348,2016,VA,TRA,7.76,14.1784,182.747,18695.110842
2349,2016,VA,RES,11.36,5131.0254,45186.057,18695.110842
2351,2016,VA,IND,6.56,1156.87872,17648.01401,18695.110842
2352,2016,VA,COM,7.93,3908.78514,49263.847,18695.110842
2353,2016,VA,ALL,9.09,10210.86766,112280.66501,18695.110842
2355,2016,VT,RES,17.37,357.1283,2056.402,18695.110842
2357,2016,VT,IND,10.23,147.8751,1446.003,18695.110842
2358,2016,VT,COM,14.54,292.86729,2014.04501,18695.110842
2359,2016,VT,ALL,14.46,797.87069,5516.45001,18695.110842
2360,2016,UT,TRA,9.76,5.5238,56.575,18695.110842
2361,2016,UT,RES,11.02,1032.3424,9370.65604,18695.110842
2363,2016,UT,IND,6.33,581.25181,9186.991,18695.110842
2364,2016,UT,COM,8.75,1012.493,11565.31199,18695.110842
2365,2016,UT,ALL,8.72,2631.61101,30179.53403,18695.110842
2366,2016,TX,TRA,7.92,14.385,181.641,18695.110842
2367,2016,TX,RES,10.99,16048.31849,145973.18092,18695.110842
2369,2016,TX,IND,5.33,6041.60012,113402.71288,18695.110842
2370,2016,TX,COM,8.26,11483.76551,139104.27398,18695.110842
2371,2016,TX,ALL,8.43,33588.06912,398661.80878,18695.110842
2373,2016,TN,RES,10.41,4349.57398,41773.88801,18695.110842
2375,2016,TN,IND,5.68,1337.29759,23545.64802,18695.110842
2376,2016,TN,COM,10.19,3612.20621,35438.90299,18695.110842
2377,2016,TN,ALL,9.23,9299.07778,100758.43902,18695.110842
2379,2016,SD,RES,11.47,529.58201,4618.72401,18695.110842
2381,2016,SD,IND,7.57,212.93619,2812.753,18695.110842
2382,2016,SD,COM,9.58,450.2576,4698.053,18695.110842
2383,2016,SD,ALL,9.83,1192.7758,12129.53002,18695.110842
2385,2016,SC,RES,12.65,3873.8173,30615.59599,18695.110842
2387,2016,SC,IND,6.09,1625.4525,26686.99201,18695.110842
2388,2016,SC,COM,10.28,2288.9547,22274.962,18695.110842
2389,2016,SC,ALL,9.79,7788.2245,79577.54999,18695.110842
2390,2016,RI,TRA,18.71,5.07081,27.096,18695.110842
2391,2016,RI,RES,18.62,573.66146,3081.56201,18695.110842
2392,2016,IL,IND,6.51,2839.68201,43631.75401,18695.110842
2393,2016,IL,COM,9.02,4591.72123,50910.05398,18695.110842
2394,2016,IL,ALL,9.38,13230.92484,141050.40899,18695.110842
2396,2016,ID,RES,9.95,813.49681,8172.02199,18695.110842
2398,2016,ID,IND,6.55,564.02311,8611.80999,18695.110842
2399,2016,ID,COM,7.76,487.08259,6279.129,18695.110842
2400,2016,ID,ALL,8.08,1864.60251,23062.96099,18695.110842
2402,2016,HI,RES,27.47,717.38951,2611.727,18695.110842
2404,2016,HI,IND,20.69,770.337,3722.37999,18695.110842
2405,2016,HI,COM,24.64,766.69929,3111.282,18695.110842
2406,2016,HI,ALL,23.87,2254.4258,9445.389,18695.110842
2407,2016,GA,TRA,5.08,8.677,170.971,18695.110842
2408,2016,GA,RES,11.5,6659.24289,57889.37899,18695.110842
2410,2016,GA,IND,5.84,1884.16051,32290.121,18695.110842
2411,2016,GA,COM,9.81,4687.6097,47761.76802,18695.110842
2412,2016,GA,ALL,9.59,13239.69009,138112.239,18695.110842
2413,2016,FL,TRA,8.32,7.9208,95.236,18695.110842
2414,2016,FL,RES,10.98,13545.27321,123320.547,18695.110842
2416,2016,FL,IND,7.69,1288.40111,16758.825,18695.110842
2417,2016,FL,COM,8.9,8506.82321,95547.214,18695.110842
2418,2016,FL,ALL,9.91,23348.41832,235721.822,18695.110842
2419,2016,DC,TRA,9.53,31.54985,331.178,18695.110842
2420,2016,DC,RES,12.29,307.50597,2501.892,18695.110842
2422,2016,DC,IND,8.8,16.94304,192.454,18695.110842
2423,2016,DC,COM,11.72,980.63031,8368.479,18695.110842
2424,2016,DC,ALL,11.73,1336.62917,11394.003,18695.110842
2426,2016,DE,RES,13.42,639.08601,4763.106,18695.110842
2428,2016,DE,IND,8.11,183.38487,2260.101,18695.110842
2429,2016,DE,COM,10.07,426.49236,4235.23101,18695.110842
2430,2016,DE,ALL,11.09,1248.96323,11258.438,18695.110842
2431,2016,CT,TRA,10.84,19.82076,182.772,18695.110842
2432,2016,CT,RES,20.01,2536.77167,12676.983,18695.110842
2434,2016,CT,IND,12.81,431.74351,3370.068,18695.110842
2435,2016,CT,COM,15.75,2000.46418,12701.264,18695.110842
2436,2016,CT,ALL,17.24,4988.80011,28931.087,18695.110842
2437,2016,CO,TRA,9.8,6.348,64.745,18695.110842
2438,2016,CO,RES,12.07,2273.9787,18833.722,18695.110842
2440,2016,CO,IND,7.35,1109.8898,15103.43399,18695.110842
2441,2016,CO,COM,9.6,1996.0423,20800.136,18695.110842
2442,2016,CO,ALL,9.83,5386.25879,54802.03698,18695.110842
2443,2016,CA,TRA,9.8,76.63503,781.758,18695.110842
2444,2016,CA,RES,17.39,15359.79548,88311.06899,18695.110842
2446,2016,CA,IND,11.92,6076.71901,50979.124,18695.110842
2447,2016,CA,COM,15.07,17603.17698,116774.68399,18695.110842
2448,2016,CA,ALL,15.23,39116.3265,256846.63497,18695.110842
2449,2016,AR,TRA,10.4,0.0442,0.425,18695.110842
2450,2016,AR,RES,9.92,1764.9303,17784.23301,18695.110842
2452,2016,AR,IND,6.08,986.0873,16226.147,18695.110842
2453,2016,AR,COM,8.23,1002.2328,12177.633,18695.110842
2454,2016,AR,ALL,8.13,3753.2946,46188.438,18695.110842
2455,2016,AZ,TRA,9.93,0.718,7.232,18695.110842
2456,2016,AZ,RES,12.15,4094.42549,33690.78301,18695.110842
2458,2016,RI,IND,13.48,103.04646,764.295,18695.110842
2459,2016,RI,COM,14.88,543.19349,3651.317,18695.110842
2460,2016,RI,ALL,16.28,1224.97222,7524.27,18695.110842
2461,2016,PA,TRA,7.64,60.11999,787.189,18695.110842
2462,2016,PA,RES,13.86,7470.00006,53877.12999,18695.110842
2464,2016,PA,IND,6.92,3262.27119,47127.932,18695.110842
2465,2016,PA,COM,9.22,4013.86895,43535.432,18695.110842
2466,2016,PA,ALL,10.19,14806.2602,145327.68299,18695.110842
2467,2016,OR,TRA,9.26,2.22361,24.014,18695.110842
2468,2016,OR,RES,10.66,1980.6147,18573.242,18695.110842
2470,2016,OR,IND,6.05,768.36432,12691.616,18695.110842
2471,2016,OR,COM,8.91,1430.6227,16060.478,18695.110842
2472,2016,OR,ALL,8.83,4181.82533,47349.34999,18695.110842
2475,2016,AZ,IND,6.07,908.697,14975.65601,18695.110842
2476,2016,AZ,COM,10.41,3078.18361,29564.15701,18695.110842
2477,2016,AZ,ALL,10.33,8082.0241,78237.82802,18695.110842
2479,2016,OK,RES,10.2,2323.581,22789.71499,18695.110842
2481,2016,OK,IND,5.02,904.80909,18031.136,18695.110842
2482,2016,OK,COM,7.66,1585.71999,20695.703,18695.110842
2483,2016,OK,ALL,7.83,4814.11008,61516.554,18695.110842
2484,2016,OH,TRA,7.93,3.22765,40.693,18695.110842
2485,2016,OH,RES,12.47,6551.23141,52524.14102,18695.110842
2487,2016,OH,IND,6.98,3508.5254,50290.69303,18695.110842
2488,2016,OH,COM,9.97,4762.07007,47742.26899,18695.110842
2489,2016,OH,ALL,9.84,14825.05453,150597.79604,18695.110842
2491,2016,ND,RES,10.16,481.7468,4741.298,18695.110842
2493,2016,ND,IND,7.98,593.27059,7432.73199,18695.110842
2494,2016,ND,COM,9.15,580.4369,6346.158,18695.110842
2495,2016,ND,ALL,8.94,1655.45429,18520.18799,18695.110842
2496,2016,NC,TRA,7.88,0.5045,6.402,18695.110842
2497,2016,NC,RES,11.03,6446.11398,58456.809,18695.110842
2499,2016,NC,IND,6.31,1725.4873,27336.88699,18695.110842
2500,2016,NC,COM,8.62,4189.49422,48604.221,18695.110842
2501,2016,NC,ALL,9.2,12361.6,134404.31899,18695.110842
2502,2016,NY,TRA,12.05,332.15274,2755.565,18695.110842
2503,2016,NY,RES,17.58,8933.62286,50831.28701,18695.110842
2505,2016,NY,IND,6.03,1067.77712,17709.218,18695.110842
2506,2016,NY,COM,14.45,11054.21061,76506.968,18695.110842
2507,2016,NY,ALL,14.47,21387.76332,147803.03801,18695.110842
2509,2016,NM,RES,12.03,799.33619,6642.51101,18695.110842
2511,2016,NM,IND,5.84,443.25641,7591.16,18695.110842
2512,2016,NM,COM,9.75,858.34599,8805.876,18695.110842
2513,2016,NM,ALL,9.12,2100.93859,23039.54701,18695.110842
2514,2016,NJ,TRA,8.68,26.32263,303.168,18695.110842
2515,2016,NJ,RES,15.72,4573.77423,29090.726,18695.110842
2517,2016,NJ,IND,10.16,741.0835,7293.07,18695.110842
2518,2016,NJ,COM,12.26,4740.34168,38672.407,18695.110842
2519,2016,NJ,ALL,13.38,10081.52204,75359.37099,18695.110842
2521,2016,NH,RES,18.38,815.78343,4438.407,18695.110842
2523,2016,NH,IND,12.34,246.79798,2000.357,18695.110842
2524,2016,NH,COM,14.43,644.62266,4466.19199,18695.110842
2525,2016,NH,ALL,15.66,1707.20406,10904.95599,18695.110842
2526,2016,NV,TRA,7.83,0.656,8.378,18695.110842
2527,2016,NV,RES,11.41,1447.6194,12691.94201,18695.110842
2529,2016,NV,IND,5.88,794.57586,13515.234,18695.110842
2530,2016,NV,COM,7.93,787.86417,9929.076,18695.110842
2531,2016,NV,ALL,8.38,3030.71543,36144.63,18695.110842
2533,2016,NE,RES,10.84,1055.59429,9738.35101,18695.110842
2535,2016,NE,IND,7.69,857.6928,11154.17601,18695.110842
2536,2016,NE,COM,8.8,818.93278,9306.82702,18695.110842
2537,2016,NE,ALL,9.05,2732.21987,30199.35404,18695.110842
2539,2016,MT,RES,10.94,530.66123,4852.547,18695.110842
2541,2016,MT,IND,5.06,223.30229,4416.41801,18695.110842
2542,2016,MT,COM,10.19,492.34821,4831.63601,18695.110842
2543,2016,MT,ALL,8.84,1246.31173,14100.60102,18695.110842
2544,2016,MO,TRA,8.31,1.7788,21.399,18695.110842
2545,2016,MO,RES,11.21,3850.74589,34354.932,18695.110842
2547,2016,MO,IND,7.12,962.2634,13513.24499,18695.110842
2548,2016,MO,COM,9.26,2845.7338,30728.47998,18695.110842
2549,2016,MO,ALL,9.74,7660.52189,78618.05597,18695.110842
2551,2016,MS,RES,10.47,1931.95839,18458.928,18695.110842
2553,2016,MS,IND,5.79,931.02281,16068.69799,18695.110842
2554,2016,MS,COM,9.57,1390.34719,14522.538,18695.110842
2555,2016,MS,ALL,8.67,4253.32839,49050.16399,18695.110842
2556,2016,MN,TRA,10.06,2.4316,24.164,18695.110842
2557,2016,MN,RES,12.67,2762.78988,21803.79099,18695.110842
2559,2016,MN,IND,7.37,1564.118,21216.79801,18695.110842
2560,2016,MN,COM,9.86,2316.28653,23501.73898,18695.110842
2561,2016,MN,ALL,9.99,6645.62601,66546.49198,18695.110842
2562,2016,MI,TRA,11.63,0.4913,4.223,18695.110842
2563,2016,MI,RES,15.22,5258.08277,34543.262,18695.110842
2565,2016,MI,IND,6.91,2137.71574,30934.42201,18695.110842
2566,2016,MI,COM,10.64,4146.76343,38985.906,18695.110842
2567,2016,MI,ALL,11.05,11543.05325,104467.81301,18695.110842
2568,2016,MA,TRA,5.94,20.3031,341.803,18695.110842
2569,2016,MA,RES,19.0,3741.85915,19692.89599,18695.110842
2571,2016,MA,IND,13.38,1004.20472,7507.38002,18695.110842
2572,2016,MA,COM,15.6,4045.73007,25933.80899,18695.110842
2573,2016,MA,ALL,16.48,8812.09703,53475.888,18695.110842
2574,2016,MD,TRA,7.85,42.34231,539.571,18695.110842
2575,2016,MD,RES,14.23,3886.42963,27316.87102,18695.110842
2577,2016,MD,IND,7.89,301.3894,3821.476,18695.110842
2578,2016,MD,COM,10.99,3262.00492,29675.99299,18695.110842
2579,2016,MD,ALL,12.21,7492.16625,61353.91101,18695.110842
2581,2016,ME,RES,15.83,725.74559,4585.82499,18695.110842
2583,2016,ME,IND,8.96,257.72261,2876.638,18695.110842
2584,2016,ME,COM,12.08,481.74175,3986.48801,18695.110842
2585,2016,ME,ALL,12.8,1465.20995,11448.951,18695.110842
2586,2016,LA,TRA,9.03,1.104,12.227,18695.110842
2587,2016,LA,RES,9.34,2861.9627,30650.067,18695.110842
2589,2016,LA,IND,5.08,1822.08029,35894.65201,18695.110842
2590,2016,LA,COM,8.59,2139.37968,24895.713,18695.110842
2591,2016,LA,ALL,7.46,6824.52668,91452.659,18695.110842
2593,2016,KY,RES,10.49,2763.07709,26338.43699,18695.110842
2595,2016,AK,RES,20.3,407.36539,2006.39202,18695.110842
2597,2016,AK,IND,15.22,210.8073,1385.311,18695.110842
2598,2016,AK,COM,17.56,479.54649,2731.499,18695.110842
2599,2016,AK,ALL,17.93,1097.71918,6123.20202,18695.110842
2600,2016,AL,RES,11.99,3843.3946,32055.54599,18695.110842
2602,2016,AL,IND,6.04,1966.22271,32535.121,18695.110842
2603,2016,AL,COM,11.11,2626.82122,23634.47401,18695.110842
2604,2015,NC,COM,8.73,4210.4675,48236.147,18206.020741
2605,2015,CA,ALL,15.42,40284.58052,261170.43699,18206.020741
2606,2015,AR,TRA,11.21,0.049,0.437,18206.020741
2607,2015,AR,RES,9.82,1794.3026,18273.389,18206.020741
2609,2015,AR,IND,6.23,998.75699,16038.09201,18206.020741
2611,2015,WY,ALL,7.97,1349.09929,16924.76199,18206.020741
2612,2015,WI,TRA,14.66,0.028,0.191,18206.020741
2613,2015,WI,RES,14.11,2994.38312,21214.78696,18206.020741
2615,2015,WI,IND,7.58,1816.0814,23969.851,18206.020741
2616,2015,WI,COM,10.89,2561.8078,23514.10297,18206.020741
2617,2015,WI,ALL,10.73,7372.30032,68698.93192,18206.020741
2618,2015,WV,RES,10.08,1153.3444,11437.451,18206.020741
2620,2015,WV,IND,6.09,795.8228,13064.835,18206.020741
2621,2015,WV,COM,8.61,671.6895,7800.74,18206.020741
2622,2015,WV,ALL,8.11,2620.8567,32303.026,18206.020741
2623,2015,WA,TRA,8.18,0.4328,5.288,18206.020741
2624,2015,WA,RES,9.09,3098.10994,34071.98699,18206.020741
2626,2015,WA,IND,4.35,1164.91175,26772.29901,18206.020741
2627,2015,WA,COM,8.22,2405.62937,29266.51197,18206.020741
2628,2015,WA,ALL,7.4,6669.08386,90116.08597,18206.020741
2629,2015,VA,TRA,8.11,15.9288,196.432,18206.020741
2630,2015,VA,RES,11.37,5221.25889,45928.411,18206.020741
2632,2015,WNC,TRA,8.98,4.0237,44.831,18206.020741
2633,2015,WNC,RES,11.47,11654.15094,101619.73881,18206.020741
2635,2015,WNC,IND,6.88,6289.42086,91430.24799,18206.020741
2636,2015,WNC,COM,9.27,9431.12443,101710.91683,18206.020741
2637,2015,WNC,ALL,9.29,27378.71993,294805.73463,18206.020741
2638,2015,ENC,TRA,7.01,41.30519,589.017,18206.020741
2639,2015,ENC,RES,12.96,23729.95158,183152.94795,18206.020741
2641,2015,ENC,IND,6.97,13689.84259,196364.33596,18206.020741
2642,2015,ENC,COM,9.95,18251.8933,183420.26393,18206.020741
2643,2015,ENC,ALL,9.89,55712.99266,563526.56484,18206.020741
2644,2015,MAT,TRA,11.72,456.68169,3896.217,18206.020741
2645,2015,MAT,RES,15.97,21486.60221,134573.69101,18206.020741
2647,2015,MAT,IND,7.32,5331.37329,72803.87003,18206.020741
2648,2015,MAT,COM,13.13,20937.32567,159473.52802,18206.020741
2649,2015,MAT,ALL,13.0,48211.98286,370747.30605,18206.020741
2650,2015,NEW,TRA,10.07,57.61212,571.888,18206.020741
2651,2015,NEW,RES,19.43,9226.60968,47481.874,18206.020741
2653,2015,NEW,IND,12.34,2312.09324,18733.373,18206.020741
2654,2015,NEW,COM,15.46,8255.42824,53383.25202,18206.020741
2655,2015,NEW,ALL,16.52,19851.74328,120170.38702,18206.020741
2657,2015,WY,RES,10.97,293.51739,2676.702,18206.020741
2659,2015,WY,IND,6.76,697.58231,10323.47001,18206.020741
2660,2015,WY,COM,9.12,357.9996,3924.58999,18206.020741
2661,2015,LA,COM,8.66,2165.87809,24996.17801,18206.020741
2662,2015,LA,ALL,7.65,7011.33899,91676.48901,18206.020741
2664,2015,KY,RES,10.24,2680.3428,26168.09299,18206.020741
2665,2015,MTN,IND,6.59,5582.95224,84740.45501,18206.020741
2666,2015,MTN,COM,9.71,9212.20769,94880.47891,18206.020741
2667,2015,MTN,ALL,9.48,26072.64967,274961.54193,18206.020741
2668,2015,WSC,TRA,5.53,10.6129,191.88,18206.020741
2669,2015,WSC,RES,10.95,23869.91602,218086.439,18206.020741
2671,2015,WSC,IND,5.59,10025.00019,179372.98199,18206.020741
2672,2015,US,TRA,10.09,770.50998,7636.63201,18206.020741
2673,2015,US,RES,12.65,177623.62221,1404096.49874,18206.020741
2675,2015,US,IND,6.91,68165.88271,986507.73198,18206.020741
2676,2015,US,COM,10.64,144781.45278,1360751.52664,18206.020741
2677,2015,US,ALL,10.41,391341.46769,3758992.38936,18206.020741
2679,2015,PACN,RES,25.34,1187.16539,4685.52001,18206.020741
2681,2015,PACN,IND,20.77,1048.39631,5047.08299,18206.020741
2682,2015,PACN,COM,22.51,1336.62929,5937.953,18206.020741
2683,2015,PACN,ALL,22.8,3572.19099,15670.55601,18206.020741
2684,2015,PACC,TRA,8.99,77.98356,867.17401,18206.020741
2685,2015,PACC,RES,14.28,20234.25119,141727.36698,18206.020741
2687,2015,PACC,IND,9.03,8332.24893,92284.28501,18206.020741
2688,2015,PACC,COM,13.71,22443.13676,163671.67093,18206.020741
2689,2015,PACC,ALL,12.82,51087.62044,398550.49692,18206.020741
2690,2015,MTN,TRA,9.97,13.4097,134.444,18206.020741
2691,2015,MTN,RES,11.83,11264.08005,95206.16401,18206.020741
2693,2015,WSC,COM,8.18,15880.40401,194164.08102,18206.020741
2694,2015,WSC,ALL,8.41,49785.93312,591815.38202,18206.020741
2696,2015,ESC,RES,10.82,12796.23055,118305.13498,18206.020741
2698,2015,ESC,IND,5.98,6133.31622,102502.401,18206.020741
2699,2015,ESC,COM,10.24,9457.70658,92400.27399,18206.020741
2700,2015,ESC,ALL,9.06,28387.25335,313207.80997,18206.020741
2701,2015,SAT,TRA,8.12,108.88113,1341.18101,18206.020741
2702,2015,SAT,RES,11.74,42174.66461,359257.62199,18206.020741
2704,2015,SAT,IND,6.58,9421.23884,143228.699,18206.020741
2705,2015,SAT,COM,9.49,29575.59682,311709.10799,18206.020741
2706,2015,SAT,ALL,9.97,81280.38139,815536.60998,18206.020741
2708,2015,MS,RES,11.27,2092.1767,18561.101,18206.020741
2710,2015,MS,IND,6.56,1032.68622,15738.74601,18206.020741
2711,2015,MS,COM,10.55,1517.77049,14391.68201,18206.020741
2712,2015,MS,ALL,9.53,4642.6334,48691.52902,18206.020741
2713,2015,MN,TRA,9.5,2.2997,24.209,18206.020741
2714,2015,MN,RES,12.12,2630.74221,21713.96995,18206.020741
2716,2015,MN,IND,7.02,1506.27169,21453.04,18206.020741
2717,2015,MN,COM,9.44,2207.02401,23388.01492,18206.020741
2718,2015,MN,ALL,9.53,6346.33761,66579.23387,18206.020741
2719,2015,MI,TRA,11.44,0.491,4.292,18206.020741
2720,2015,MI,RES,14.42,4810.815,33357.87601,18206.020741
2722,2015,MI,IND,7.02,2154.66219,30677.019,18206.020741
2723,2015,MI,COM,10.55,4057.25475,38440.73396,18206.020741
2724,2015,MI,ALL,10.76,11023.22294,102479.92097,18206.020741
2725,2015,MA,TRA,7.76,27.41825,353.299,18206.020741
2726,2015,MA,RES,19.83,4000.02157,20175.317,18206.020741
2728,2015,MA,IND,13.54,1068.92688,7892.16499,18206.020741
2729,2015,MA,COM,15.79,4135.7891,26200.30702,18206.020741
2730,2015,MA,ALL,16.9,9232.1558,54621.08801,18206.020741
2731,2015,MD,TRA,8.34,44.70708,535.953,18206.020741
2732,2015,MD,RES,13.82,3786.87621,27403.33601,18206.020741
2734,2015,MD,IND,8.53,331.18743,3883.315,18206.020741
2735,2015,MD,COM,11.0,3295.69291,29959.115,18206.020741
2736,2015,MD,ALL,12.07,7458.46363,61781.71901,18206.020741
2738,2015,ME,RES,15.61,727.92212,4662.301,18206.020741
2740,2015,ME,IND,9.05,290.35977,3208.045,18206.020741
2741,2015,ME,COM,12.47,501.14765,4017.822,18206.020741
2742,2015,ME,ALL,12.78,1519.42954,11888.168,18206.020741
2743,2015,LA,TRA,8.28,0.9789,11.829,18206.020741
2744,2015,LA,RES,9.33,2943.58739,31545.313,18206.020741
2746,2015,LA,IND,5.41,1900.89461,35123.16899,18206.020741
2747,2015,NY,TRA,12.95,364.79667,2816.085,18206.020741
2748,2015,NY,RES,18.54,9456.18762,51012.74501,18206.020741
2750,2015,NY,IND,6.31,1140.57317,18079.20003,18206.020741
2751,2015,NY,COM,15.31,11785.7399,77005.62502,18206.020741
2752,2015,NY,ALL,15.28,22747.29736,148913.65506,18206.020741
2754,2015,NM,RES,12.47,828.1691,6641.72401,18206.020741
2756,2015,NM,IND,6.33,479.753,7574.783,18206.020741
2757,2015,NM,COM,10.3,914.71848,8877.046,18206.020741
2758,2015,NM,ALL,9.62,2222.64059,23093.55301,18206.020741
2759,2015,NJ,TRA,10.25,31.19343,304.212,18206.020741
2760,2015,NJ,RES,15.81,4607.26945,29142.283,18206.020741
2762,2015,CT,IND,12.95,444.58806,3432.002,18206.020741
2763,2015,CT,COM,15.97,2069.57069,12958.57,18206.020741
2764,2015,CT,ALL,17.77,5238.86415,29476.15501,18206.020741
2765,2015,CO,TRA,10.08,6.477,64.264,18206.020741
2766,2015,CO,RES,12.12,2227.9898,18384.93601,18206.020741
2768,2015,CO,IND,7.4,1129.02071,15258.76101,18206.020741
2769,2015,CO,COM,9.88,2016.5627,20408.08498,18206.020741
2770,2015,CO,ALL,9.94,5380.05021,54116.04599,18206.020741
2771,2015,CA,TRA,8.99,75.34556,837.761,18206.020741
2772,2015,CA,RES,16.99,15187.82649,89386.373,18206.020741
2774,2015,CA,IND,12.17,6394.32797,52562.21,18206.020741
2775,2015,CA,COM,15.73,18627.0805,118384.09299,18206.020741
2776,2015,NJ,IND,10.64,778.98479,7320.39801,18206.020741
2777,2015,NJ,COM,12.79,4952.38421,38722.73001,18206.020741
2778,2015,NJ,ALL,13.74,10369.83188,75489.62301,18206.020741
2780,2015,NH,RES,18.5,837.54882,4526.948,18206.020741
2782,2015,NH,IND,12.74,252.33066,1981.028,18206.020741
2783,2015,NH,COM,14.96,672.09221,4491.17301,18206.020741
2784,2015,NH,ALL,16.02,1761.97169,10999.149,18206.020741
2785,2015,NV,TRA,9.11,0.76,8.344,18206.020741
2786,2015,NV,RES,12.76,1574.10329,12338.538,18206.020741
2788,2015,NV,IND,6.75,948.62644,14058.811,18206.020741
2789,2015,NV,COM,9.25,889.43219,9613.997,18206.020741
2790,2015,NV,ALL,9.48,3412.92192,36019.69,18206.020741
2792,2015,NE,RES,10.6,1010.52685,9532.13195,18206.020741
2794,2015,NE,IND,7.59,808.82038,10655.10699,18206.020741
2795,2015,NE,COM,8.67,807.42861,9307.83398,18206.020741
2796,2015,IN,TRA,9.92,2.0847,21.016,18206.020741
2797,2015,IN,RES,11.57,3753.08373,32441.69301,18206.020741
2799,2015,IN,IND,6.86,3294.95691,48030.11998,18206.020741
2800,2015,IN,COM,9.78,2349.16752,24021.68899,18206.020741
2801,2015,IN,ALL,8.99,9399.29286,104514.51798,18206.020741
2802,2015,IL,TRA,6.81,35.65256,523.846,18206.020741
2803,2015,RI,RES,19.29,604.82506,3135.506,18206.020741
2805,2015,RI,IND,13.76,109.86608,798.532,18206.020741
2806,2015,RI,COM,15.78,584.48419,3704.812,18206.020741
2807,2015,RI,ALL,17.01,1303.97,7664.718,18206.020741
2808,2015,PA,TRA,7.82,60.69159,775.92,18206.020741
2809,2015,PA,RES,13.64,7423.14514,54418.663,18206.020741
2811,2015,PA,IND,7.2,3411.81533,47404.27199,18206.020741
2812,2015,PA,COM,9.6,4199.20156,43745.173,18206.020741
2813,2015,PA,ALL,10.31,15094.85362,146344.02799,18206.020741
2814,2015,OR,TRA,9.14,2.2052,24.125,18206.020741
2815,2015,OR,RES,10.66,1948.31476,18269.00699,18206.020741
2817,2015,OR,IND,5.97,773.00922,12949.776,18206.020741
2818,2015,OR,COM,8.8,1410.42689,16021.06597,18206.020741
2819,2015,OR,ALL,8.75,4133.95606,47263.97396,18206.020741
2821,2015,OK,RES,10.14,2293.59168,22615.82399,18206.020741
2823,2015,OK,IND,5.35,964.32851,18029.456,18206.020741
2824,2015,OK,COM,7.68,1588.06651,20691.10501,18206.020741
2825,2015,OK,ALL,7.9,4845.9867,61336.38499,18206.020741
2826,2015,OH,TRA,7.69,3.04893,39.672,18206.020741
2827,2015,OH,RES,12.8,6590.56858,51492.95398,18206.020741
2829,2015,OH,IND,7.02,3548.73639,50556.675,18206.020741
2830,2015,OH,COM,10.07,4743.18328,47123.92299,18206.020741
